Wavelength [A],flux (measured at 1 au) [erg/cm^2/s/A]
1045.02,1.29608e-02
1045.03,1.29882e-02
1045.04,1.30155e-02
1045.05,1.30427e-02
1045.06,1.30697e-02
1045.07,1.30967e-02
1045.08,1.31235e-02
1045.09,1.31501e-02
1045.10,1.31767e-02
1045.11,1.32030e-02
1045.12,1.32293e-02
1045.13,1.32553e-02
1045.14,1.32812e-02
1045.15,1.33070e-02
1045.16,1.33325e-02
1045.17,1.33579e-02
1045.18,1.33831e-02
1045.19,1.34082e-02
1045.20,1.34330e-02
1045.21,1.34576e-02
1045.22,1.34821e-02
1045.23,1.35063e-02
1045.24,1.35304e-02
1045.25,1.35542e-02
1045.26,1.35778e-02
1045.27,1.36012e-02
1045.28,1.36243e-02
1045.29,1.36472e-02
1045.30,1.36699e-02
1045.31,1.36924e-02
1045.32,1.37146e-02
1045.33,1.37366e-02
1045.34,1.37583e-02
1045.35,1.37797e-02
1045.36,1.38009e-02
1045.37,1.38219e-02
1045.38,1.38426e-02
1045.39,1.38630e-02
1045.40,1.38831e-02
1045.41,1.39030e-02
1045.42,1.39226e-02
1045.43,1.39419e-02
1045.44,1.39609e-02
1045.45,1.39796e-02
1045.46,1.39980e-02
1045.47,1.40162e-02
1045.48,1.40340e-02
1045.49,1.40516e-02
1045.50,1.40688e-02
1045.51,1.40858e-02
1045.52,1.41024e-02
1045.53,1.41187e-02
1045.54,1.41347e-02
1045.55,1.41504e-02
1045.56,1.41658e-02
1045.57,1.41808e-02
1045.58,1.41956e-02
1045.59,1.42100e-02
1045.60,1.42241e-02
1045.61,1.42378e-02
1045.62,1.42513e-02
1045.63,1.42644e-02
1045.64,1.42771e-02
1045.65,1.42896e-02
1045.66,1.43017e-02
1045.67,1.43135e-02
1045.68,1.43249e-02
1045.69,1.43360e-02
1045.70,1.43468e-02
1045.71,1.43572e-02
1045.72,1.43673e-02
1045.73,1.43770e-02
1045.74,1.43865e-02
1045.75,1.43955e-02
1045.76,1.44043e-02
1045.77,1.44127e-02
1045.78,1.44207e-02
1045.79,1.44284e-02
1045.80,1.44358e-02
1045.81,1.44429e-02
1045.82,1.44496e-02
1045.83,1.44560e-02
1045.84,1.44620e-02
1045.85,1.44677e-02
1045.86,1.44731e-02
1045.87,1.44781e-02
1045.88,1.44828e-02
1045.89,1.44872e-02
1045.90,1.44912e-02
1045.91,1.44950e-02
1045.92,1.44983e-02
1045.93,1.45014e-02
1045.94,1.45042e-02
1045.95,1.45066e-02
1045.96,1.45087e-02
1045.97,1.45105e-02
1045.98,1.45120e-02
1045.99,1.45132e-02
1046.00,1.45140e-02
1046.01,1.45146e-02
1046.02,1.45149e-02
1046.03,1.45148e-02
1046.04,1.45145e-02
1046.05,1.45139e-02
1046.06,1.45129e-02
1046.07,1.45117e-02
1046.08,1.45103e-02
1046.09,1.45085e-02
1046.10,1.45064e-02
1046.11,1.45041e-02
1046.12,1.45015e-02
1046.13,1.44987e-02
1046.14,1.44955e-02
1046.15,1.44922e-02
1046.16,1.44885e-02
1046.17,1.44846e-02
1046.18,1.44805e-02
1046.19,1.44761e-02
1046.20,1.44715e-02
1046.21,1.44667e-02
1046.22,1.44616e-02
1046.23,1.44563e-02
1046.24,1.44508e-02
1046.25,1.44451e-02
1046.26,1.44392e-02
1046.27,1.44330e-02
1046.28,1.44267e-02
1046.29,1.44201e-02
1046.30,1.44134e-02
1046.31,1.44065e-02
1046.32,1.43994e-02
1046.33,1.43921e-02
1046.34,1.43847e-02
1046.35,1.43771e-02
1046.36,1.43693e-02
1046.37,1.43614e-02
1046.38,1.43533e-02
1046.39,1.43451e-02
1046.40,1.43368e-02
1046.41,1.43283e-02
1046.42,1.43197e-02
1046.43,1.43110e-02
1046.44,1.43022e-02
1046.45,1.42932e-02
1046.46,1.42842e-02
1046.47,1.42750e-02
1046.48,1.42658e-02
1046.49,1.42565e-02
1046.50,1.42470e-02
1046.51,1.42376e-02
1046.52,1.42280e-02
1046.53,1.42184e-02
1046.54,1.42087e-02
1046.55,1.41990e-02
1046.56,1.41893e-02
1046.57,1.41795e-02
1046.58,1.41696e-02
1046.59,1.41598e-02
1046.60,1.41499e-02
1046.61,1.41400e-02
1046.62,1.41301e-02
1046.63,1.41201e-02
1046.64,1.41102e-02
1046.65,1.41003e-02
1046.66,1.40904e-02
1046.67,1.40805e-02
1046.68,1.40707e-02
1046.69,1.40609e-02
1046.70,1.40511e-02
1046.71,1.40414e-02
1046.72,1.40317e-02
1046.73,1.40220e-02
1046.74,1.40124e-02
1046.75,1.40029e-02
1046.76,1.39935e-02
1046.77,1.39841e-02
1046.78,1.39748e-02
1046.79,1.39656e-02
1046.80,1.39565e-02
1046.81,1.39475e-02
1046.82,1.39386e-02
1046.83,1.39298e-02
1046.84,1.39211e-02
1046.85,1.39125e-02
1046.86,1.39041e-02
1046.87,1.38958e-02
1046.88,1.38876e-02
1046.89,1.38795e-02
1046.90,1.38716e-02
1046.91,1.38639e-02
1046.92,1.38563e-02
1046.93,1.38488e-02
1046.94,1.38416e-02
1046.95,1.38344e-02
1046.96,1.38275e-02
1046.97,1.38207e-02
1046.98,1.38141e-02
1046.99,1.38077e-02
1047.00,1.38015e-02
1047.01,1.37955e-02
1047.02,1.37897e-02
1047.03,1.37841e-02
1047.04,1.37786e-02
1047.05,1.37734e-02
1047.06,1.37684e-02
1047.07,1.37637e-02
1047.08,1.37591e-02
1047.09,1.37548e-02
1047.10,1.37506e-02
1047.11,1.37468e-02
1047.12,1.37431e-02
1047.13,1.37397e-02
1047.14,1.37365e-02
1047.15,1.37336e-02
1047.16,1.37309e-02
1047.17,1.37285e-02
1047.18,1.37263e-02
1047.19,1.37243e-02
1047.20,1.37227e-02
1047.21,1.37212e-02
1047.22,1.37201e-02
1047.23,1.37192e-02
1047.24,1.37185e-02
1047.25,1.37182e-02
1047.26,1.37181e-02
1047.27,1.37182e-02
1047.28,1.37187e-02
1047.29,1.37194e-02
1047.30,1.37204e-02
1047.31,1.37216e-02
1047.32,1.37232e-02
1047.33,1.37250e-02
1047.34,1.37271e-02
1047.35,1.37295e-02
1047.36,1.37322e-02
1047.37,1.37351e-02
1047.38,1.37383e-02
1047.39,1.37418e-02
1047.40,1.37456e-02
1047.41,1.37497e-02
1047.42,1.37541e-02
1047.43,1.37587e-02
1047.44,1.37637e-02
1047.45,1.37689e-02
1047.46,1.37744e-02
1047.47,1.37802e-02
1047.48,1.37862e-02
1047.49,1.37926e-02
1047.50,1.37992e-02
1047.51,1.38062e-02
1047.52,1.38134e-02
1047.53,1.38208e-02
1047.54,1.38286e-02
1047.55,1.38366e-02
1047.56,1.38449e-02
1047.57,1.38535e-02
1047.58,1.38624e-02
1047.59,1.38715e-02
1047.60,1.38809e-02
1047.61,1.38906e-02
1047.62,1.39006e-02
1047.63,1.39108e-02
1047.64,1.39212e-02
1047.65,1.39320e-02
1047.66,1.39430e-02
1047.67,1.39542e-02
1047.68,1.39657e-02
1047.69,1.39775e-02
1047.70,1.39895e-02
1047.71,1.40017e-02
1047.72,1.40142e-02
1047.73,1.40270e-02
1047.74,1.40399e-02
1047.75,1.40531e-02
1047.76,1.40666e-02
1047.77,1.40802e-02
1047.78,1.40941e-02
1047.79,1.41082e-02
1047.80,1.41225e-02
1047.81,1.41371e-02
1047.82,1.41518e-02
1047.83,1.41667e-02
1047.84,1.41819e-02
1047.85,1.41972e-02
1047.86,1.42128e-02
1047.87,1.42285e-02
1047.88,1.42445e-02
1047.89,1.42606e-02
1047.90,1.42769e-02
1047.91,1.42933e-02
1047.92,1.43099e-02
1047.93,1.43267e-02
1047.94,1.43437e-02
1047.95,1.43608e-02
1047.96,1.43780e-02
1047.97,1.43954e-02
1047.98,1.44130e-02
1047.99,1.44306e-02
1048.00,1.44484e-02
1048.01,1.44664e-02
1048.02,1.44844e-02
1048.03,1.45026e-02
1048.04,1.45208e-02
1048.05,1.45392e-02
1048.06,1.45577e-02
1048.07,1.45763e-02
1048.08,1.45949e-02
1048.09,1.46136e-02
1048.10,1.46324e-02
1048.11,1.46513e-02
1048.12,1.46703e-02
1048.13,1.46893e-02
1048.14,1.47083e-02
1048.15,1.47274e-02
1048.16,1.47466e-02
1048.17,1.47657e-02
1048.18,1.47849e-02
1048.19,1.48042e-02
1048.20,1.48234e-02
1048.21,1.48427e-02
1048.22,1.48620e-02
1048.23,1.48812e-02
1048.24,1.49005e-02
1048.25,1.49197e-02
1048.26,1.49390e-02
1048.27,1.49582e-02
1048.28,1.49774e-02
1048.29,1.49965e-02
1048.30,1.50156e-02
1048.31,1.50346e-02
1048.32,1.50536e-02
1048.33,1.50726e-02
1048.34,1.50914e-02
1048.35,1.51102e-02
1048.36,1.51289e-02
1048.37,1.51476e-02
1048.38,1.51661e-02
1048.39,1.51846e-02
1048.40,1.52029e-02
1048.41,1.52211e-02
1048.42,1.52392e-02
1048.43,1.52572e-02
1048.44,1.52751e-02
1048.45,1.52928e-02
1048.46,1.53104e-02
1048.47,1.53278e-02
1048.48,1.53451e-02
1048.49,1.53623e-02
1048.50,1.53792e-02
1048.51,1.53960e-02
1048.52,1.54127e-02
1048.53,1.54291e-02
1048.54,1.54454e-02
1048.55,1.54614e-02
1048.56,1.54773e-02
1048.57,1.54930e-02
1048.58,1.55085e-02
1048.59,1.55237e-02
1048.60,1.55387e-02
1048.61,1.55535e-02
1048.62,1.55681e-02
1048.63,1.55825e-02
1048.64,1.55966e-02
1048.65,1.56104e-02
1048.66,1.56240e-02
1048.67,1.56374e-02
1048.68,1.56505e-02
1048.69,1.56633e-02
1048.70,1.56759e-02
1048.71,1.56882e-02
1048.72,1.57002e-02
1048.73,1.57119e-02
1048.74,1.57233e-02
1048.75,1.57345e-02
1048.76,1.57454e-02
1048.77,1.57559e-02
1048.78,1.57662e-02
1048.79,1.57761e-02
1048.80,1.57857e-02
1048.81,1.57951e-02
1048.82,1.58041e-02
1048.83,1.58127e-02
1048.84,1.58211e-02
1048.85,1.58291e-02
1048.86,1.58368e-02
1048.87,1.58442e-02
1048.88,1.58512e-02
1048.89,1.58579e-02
1048.90,1.58642e-02
1048.91,1.58702e-02
1048.92,1.58758e-02
1048.93,1.58811e-02
1048.94,1.58861e-02
1048.95,1.58906e-02
1048.96,1.58948e-02
1048.97,1.58987e-02
1048.98,1.59022e-02
1048.99,1.59053e-02
1049.00,1.59081e-02
1049.01,1.59105e-02
1049.02,1.59125e-02
1049.03,1.59141e-02
1049.04,1.59154e-02
1049.05,1.59163e-02
1049.06,1.59168e-02
1049.07,1.59170e-02
1049.08,1.59168e-02
1049.09,1.59161e-02
1049.10,1.59152e-02
1049.11,1.59138e-02
1049.12,1.59121e-02
1049.13,1.59099e-02
1049.14,1.59074e-02
1049.15,1.59046e-02
1049.16,1.59013e-02
1049.17,1.58977e-02
1049.18,1.58937e-02
1049.19,1.58893e-02
1049.20,1.58845e-02
1049.21,1.58793e-02
1049.22,1.58738e-02
1049.23,1.58679e-02
1049.24,1.58616e-02
1049.25,1.58550e-02
1049.26,1.58480e-02
1049.27,1.58406e-02
1049.28,1.58328e-02
1049.29,1.58247e-02
1049.30,1.58162e-02
1049.31,1.58073e-02
1049.32,1.57981e-02
1049.33,1.57885e-02
1049.34,1.57786e-02
1049.35,1.57683e-02
1049.36,1.57577e-02
1049.37,1.57467e-02
1049.38,1.57353e-02
1049.39,1.57236e-02
1049.40,1.57116e-02
1049.41,1.56992e-02
1049.42,1.56865e-02
1049.43,1.56735e-02
1049.44,1.56601e-02
1049.45,1.56464e-02
1049.46,1.56323e-02
1049.47,1.56180e-02
1049.48,1.56033e-02
1049.49,1.55883e-02
1049.50,1.55731e-02
1049.51,1.55575e-02
1049.52,1.55415e-02
1049.53,1.55253e-02
1049.54,1.55088e-02
1049.55,1.54921e-02
1049.56,1.54750e-02
1049.57,1.54576e-02
1049.58,1.54400e-02
1049.59,1.54221e-02
1049.60,1.54039e-02
1049.61,1.53855e-02
1049.62,1.53668e-02
1049.63,1.53478e-02
1049.64,1.53286e-02
1049.65,1.53091e-02
1049.66,1.52894e-02
1049.67,1.52695e-02
1049.68,1.52493e-02
1049.69,1.52289e-02
1049.70,1.52083e-02
1049.71,1.51875e-02
1049.72,1.51664e-02
1049.73,1.51452e-02
1049.74,1.51237e-02
1049.75,1.51021e-02
1049.76,1.50802e-02
1049.77,1.50582e-02
1049.78,1.50360e-02
1049.79,1.50136e-02
1049.80,1.49910e-02
1049.81,1.49683e-02
1049.82,1.49454e-02
1049.83,1.49224e-02
1049.84,1.48992e-02
1049.85,1.48758e-02
1049.86,1.48524e-02
1049.87,1.48288e-02
1049.88,1.48050e-02
1049.89,1.47812e-02
1049.90,1.47572e-02
1049.91,1.47331e-02
1049.92,1.47089e-02
1049.93,1.46846e-02
1049.94,1.46602e-02
1049.95,1.46358e-02
1049.96,1.46112e-02
1049.97,1.45866e-02
1049.98,1.45618e-02
1049.99,1.45371e-02
1050.00,1.45122e-02
1050.01,1.44873e-02
1050.02,1.44623e-02
1050.03,1.44373e-02
1050.04,1.44123e-02
1050.05,1.43872e-02
1050.06,1.43621e-02
1050.07,1.43369e-02
1050.08,1.43117e-02
1050.09,1.42866e-02
1050.10,1.42613e-02
1050.11,1.42361e-02
1050.12,1.42109e-02
1050.13,1.41857e-02
1050.14,1.41605e-02
1050.15,1.41353e-02
1050.16,1.41101e-02
1050.17,1.40850e-02
1050.18,1.40598e-02
1050.19,1.40347e-02
1050.20,1.40097e-02
1050.21,1.39846e-02
1050.22,1.39597e-02
1050.23,1.39347e-02
1050.24,1.39098e-02
1050.25,1.38850e-02
1050.26,1.38602e-02
1050.27,1.38355e-02
1050.28,1.38109e-02
1050.29,1.37863e-02
1050.30,1.37618e-02
1050.31,1.37374e-02
1050.32,1.37130e-02
1050.33,1.36888e-02
1050.34,1.36646e-02
1050.35,1.36406e-02
1050.36,1.36166e-02
1050.37,1.35927e-02
1050.38,1.35690e-02
1050.39,1.35453e-02
1050.40,1.35218e-02
1050.41,1.34983e-02
1050.42,1.34750e-02
1050.43,1.34518e-02
1050.44,1.34287e-02
1050.45,1.34057e-02
1050.46,1.33829e-02
1050.47,1.33602e-02
1050.48,1.33376e-02
1050.49,1.33152e-02
1050.50,1.32929e-02
1050.51,1.32707e-02
1050.52,1.32487e-02
1050.53,1.32268e-02
1050.54,1.32050e-02
1050.55,1.31835e-02
1050.56,1.31620e-02
1050.57,1.31407e-02
1050.58,1.31196e-02
1050.59,1.30986e-02
1050.60,1.30777e-02
1050.61,1.30570e-02
1050.62,1.30365e-02
1050.63,1.30161e-02
1050.64,1.29959e-02
1050.65,1.29759e-02
1050.66,1.29560e-02
1050.67,1.29363e-02
1050.68,1.29167e-02
1050.69,1.28973e-02
1050.70,1.28781e-02
1050.71,1.28590e-02
1050.72,1.28401e-02
1050.73,1.28214e-02
1050.74,1.28028e-02
1050.75,1.27844e-02
1050.76,1.27662e-02
1050.77,1.27481e-02
1050.78,1.27302e-02
1050.79,1.27125e-02
1050.80,1.26949e-02
1050.81,1.26775e-02
1050.82,1.26603e-02
1050.83,1.26433e-02
1050.84,1.26264e-02
1050.85,1.26097e-02
1050.86,1.25931e-02
1050.87,1.25767e-02
1050.88,1.25605e-02
1050.89,1.25445e-02
1050.90,1.25286e-02
1050.91,1.25129e-02
1050.92,1.24973e-02
1050.93,1.24819e-02
1050.94,1.24667e-02
1050.95,1.24517e-02
1050.96,1.24368e-02
1050.97,1.24220e-02
1050.98,1.24075e-02
1050.99,1.23930e-02
1051.00,1.23788e-02
1051.01,1.23647e-02
1051.02,1.23507e-02
1051.03,1.23370e-02
1051.04,1.23233e-02
1051.05,1.23099e-02
1051.06,1.22965e-02
1051.07,1.22834e-02
1051.08,1.22703e-02
1051.09,1.22575e-02
1051.10,1.22447e-02
1051.11,1.22322e-02
1051.12,1.22197e-02
1051.13,1.22075e-02
1051.14,1.21953e-02
1051.15,1.21833e-02
1051.16,1.21715e-02
1051.17,1.21597e-02
1051.18,1.21482e-02
1051.19,1.21367e-02
1051.20,1.21254e-02
1051.21,1.21142e-02
1051.22,1.21032e-02
1051.23,1.20923e-02
1051.24,1.20815e-02
1051.25,1.20709e-02
1051.26,1.20603e-02
1051.27,1.20499e-02
1051.28,1.20397e-02
1051.29,1.20295e-02
1051.30,1.20195e-02
1051.31,1.20096e-02
1051.32,1.19998e-02
1051.33,1.19902e-02
1051.34,1.19807e-02
1051.35,1.19712e-02
1051.36,1.19619e-02
1051.37,1.19527e-02
1051.38,1.19437e-02
1051.39,1.19347e-02
1051.40,1.19259e-02
1051.41,1.19171e-02
1051.42,1.19085e-02
1051.43,1.19000e-02
1051.44,1.18916e-02
1051.45,1.18833e-02
1051.46,1.18751e-02
1051.47,1.18670e-02
1051.48,1.18590e-02
1051.49,1.18511e-02
1051.50,1.18434e-02
1051.51,1.18357e-02
1051.52,1.18281e-02
1051.53,1.18207e-02
1051.54,1.18133e-02
1051.55,1.18060e-02
1051.56,1.17989e-02
1051.57,1.17918e-02
1051.58,1.17848e-02
1051.59,1.17780e-02
1051.60,1.17712e-02
1051.61,1.17646e-02
1051.62,1.17580e-02
1051.63,1.17515e-02
1051.64,1.17451e-02
1051.65,1.17389e-02
1051.66,1.17327e-02
1051.67,1.17266e-02
1051.68,1.17207e-02
1051.69,1.17148e-02
1051.70,1.17090e-02
1051.71,1.17033e-02
1051.72,1.16977e-02
1051.73,1.16923e-02
1051.74,1.16869e-02
1051.75,1.16816e-02
1051.76,1.16764e-02
1051.77,1.16714e-02
1051.78,1.16664e-02
1051.79,1.16615e-02
1051.80,1.16567e-02
1051.81,1.16521e-02
1051.82,1.16475e-02
1051.83,1.16431e-02
1051.84,1.16387e-02
1051.85,1.16345e-02
1051.86,1.16304e-02
1051.87,1.16263e-02
1051.88,1.16224e-02
1051.89,1.16186e-02
1051.90,1.16150e-02
1051.91,1.16114e-02
1051.92,1.16080e-02
1051.93,1.16046e-02
1051.94,1.16014e-02
1051.95,1.15983e-02
1051.96,1.15953e-02
1051.97,1.15925e-02
1051.98,1.15898e-02
1051.99,1.15872e-02
1052.00,1.15847e-02
1052.01,1.15823e-02
1052.02,1.15801e-02
1052.03,1.15780e-02
1052.04,1.15761e-02
1052.05,1.15743e-02
1052.06,1.15726e-02
1052.07,1.15711e-02
1052.08,1.15697e-02
1052.09,1.15684e-02
1052.10,1.15673e-02
1052.11,1.15664e-02
1052.12,1.15655e-02
1052.13,1.15649e-02
1052.14,1.15644e-02
1052.15,1.15640e-02
1052.16,1.15638e-02
1052.17,1.15638e-02
1052.18,1.15639e-02
1052.19,1.15642e-02
1052.20,1.15647e-02
1052.21,1.15653e-02
1052.22,1.15661e-02
1052.23,1.15670e-02
1052.24,1.15682e-02
1052.25,1.15695e-02
1052.26,1.15710e-02
1052.27,1.15727e-02
1052.28,1.15745e-02
1052.29,1.15766e-02
1052.30,1.15788e-02
1052.31,1.15812e-02
1052.32,1.15838e-02
1052.33,1.15866e-02
1052.34,1.15896e-02
1052.35,1.15928e-02
1052.36,1.15962e-02
1052.37,1.15998e-02
1052.38,1.16036e-02
1052.39,1.16076e-02
1052.40,1.16118e-02
1052.41,1.16162e-02
1052.42,1.16208e-02
1052.43,1.16257e-02
1052.44,1.16308e-02
1052.45,1.16360e-02
1052.46,1.16415e-02
1052.47,1.16473e-02
1052.48,1.16532e-02
1052.49,1.16594e-02
1052.50,1.16658e-02
1052.51,1.16724e-02
1052.52,1.16793e-02
1052.53,1.16864e-02
1052.54,1.16937e-02
1052.55,1.17013e-02
1052.56,1.17091e-02
1052.57,1.17171e-02
1052.58,1.17254e-02
1052.59,1.17339e-02
1052.60,1.17427e-02
1052.61,1.17517e-02
1052.62,1.17609e-02
1052.63,1.17704e-02
1052.64,1.17802e-02
1052.65,1.17902e-02
1052.66,1.18004e-02
1052.67,1.18109e-02
1052.68,1.18217e-02
1052.69,1.18327e-02
1052.70,1.18439e-02
1052.71,1.18555e-02
1052.72,1.18672e-02
1052.73,1.18792e-02
1052.74,1.18915e-02
1052.75,1.19041e-02
1052.76,1.19168e-02
1052.77,1.19299e-02
1052.78,1.19432e-02
1052.79,1.19568e-02
1052.80,1.19706e-02
1052.81,1.19847e-02
1052.82,1.19990e-02
1052.83,1.20136e-02
1052.84,1.20284e-02
1052.85,1.20435e-02
1052.86,1.20589e-02
1052.87,1.20745e-02
1052.88,1.20904e-02
1052.89,1.21065e-02
1052.90,1.21229e-02
1052.91,1.21395e-02
1052.92,1.21564e-02
1052.93,1.21735e-02
1052.94,1.21909e-02
1052.95,1.22085e-02
1052.96,1.22264e-02
1052.97,1.22445e-02
1052.98,1.22629e-02
1052.99,1.22815e-02
1053.00,1.23003e-02
1053.01,1.23194e-02
1053.02,1.23387e-02
1053.03,1.23583e-02
1053.04,1.23781e-02
1053.05,1.23981e-02
1053.06,1.24183e-02
1053.07,1.24388e-02
1053.08,1.24595e-02
1053.09,1.24804e-02
1053.10,1.25016e-02
1053.11,1.25229e-02
1053.12,1.25445e-02
1053.13,1.25663e-02
1053.14,1.25882e-02
1053.15,1.26104e-02
1053.16,1.26328e-02
1053.17,1.26554e-02
1053.18,1.26782e-02
1053.19,1.27012e-02
1053.20,1.27243e-02
1053.21,1.27477e-02
1053.22,1.27712e-02
1053.23,1.27949e-02
1053.24,1.28188e-02
1053.25,1.28428e-02
1053.26,1.28671e-02
1053.27,1.28914e-02
1053.28,1.29160e-02
1053.29,1.29406e-02
1053.30,1.29655e-02
1053.31,1.29905e-02
1053.32,1.30156e-02
1053.33,1.30408e-02
1053.34,1.30662e-02
1053.35,1.30917e-02
1053.36,1.31173e-02
1053.37,1.31431e-02
1053.38,1.31689e-02
1053.39,1.31949e-02
1053.40,1.32209e-02
1053.41,1.32471e-02
1053.42,1.32733e-02
1053.43,1.32997e-02
1053.44,1.33261e-02
1053.45,1.33525e-02
1053.46,1.33791e-02
1053.47,1.34057e-02
1053.48,1.34324e-02
1053.49,1.34591e-02
1053.50,1.34859e-02
1053.51,1.35127e-02
1053.52,1.35395e-02
1053.53,1.35664e-02
1053.54,1.35933e-02
1053.55,1.36202e-02
1053.56,1.36471e-02
1053.57,1.36741e-02
1053.58,1.37010e-02
1053.59,1.37279e-02
1053.60,1.37548e-02
1053.61,1.37817e-02
1053.62,1.38086e-02
1053.63,1.38354e-02
1053.64,1.38622e-02
1053.65,1.38889e-02
1053.66,1.39156e-02
1053.67,1.39423e-02
1053.68,1.39689e-02
1053.69,1.39954e-02
1053.70,1.40218e-02
1053.71,1.40481e-02
1053.72,1.40744e-02
1053.73,1.41006e-02
1053.74,1.41266e-02
1053.75,1.41526e-02
1053.76,1.41784e-02
1053.77,1.42042e-02
1053.78,1.42298e-02
1053.79,1.42552e-02
1053.80,1.42806e-02
1053.81,1.43057e-02
1053.82,1.43308e-02
1053.83,1.43556e-02
1053.84,1.43803e-02
1053.85,1.44049e-02
1053.86,1.44292e-02
1053.87,1.44534e-02
1053.88,1.44774e-02
1053.89,1.45011e-02
1053.90,1.45247e-02
1053.91,1.45481e-02
1053.92,1.45712e-02
1053.93,1.45942e-02
1053.94,1.46169e-02
1053.95,1.46394e-02
1053.96,1.46616e-02
1053.97,1.46836e-02
1053.98,1.47054e-02
1053.99,1.47268e-02
1054.00,1.47481e-02
1054.01,1.47690e-02
1054.02,1.47897e-02
1054.03,1.48101e-02
1054.04,1.48303e-02
1054.05,1.48501e-02
1054.06,1.48696e-02
1054.07,1.48889e-02
1054.08,1.49078e-02
1054.09,1.49265e-02
1054.10,1.49448e-02
1054.11,1.49628e-02
1054.12,1.49804e-02
1054.13,1.49978e-02
1054.14,1.50148e-02
1054.15,1.50314e-02
1054.16,1.50478e-02
1054.17,1.50637e-02
1054.18,1.50794e-02
1054.19,1.50946e-02
1054.20,1.51095e-02
1054.21,1.51241e-02
1054.22,1.51382e-02
1054.23,1.51520e-02
1054.24,1.51654e-02
1054.25,1.51785e-02
1054.26,1.51911e-02
1054.27,1.52034e-02
1054.28,1.52153e-02
1054.29,1.52268e-02
1054.30,1.52378e-02
1054.31,1.52485e-02
1054.32,1.52588e-02
1054.33,1.52687e-02
1054.34,1.52781e-02
1054.35,1.52872e-02
1054.36,1.52958e-02
1054.37,1.53040e-02
1054.38,1.53118e-02
1054.39,1.53192e-02
1054.40,1.53261e-02
1054.41,1.53327e-02
1054.42,1.53388e-02
1054.43,1.53444e-02
1054.44,1.53497e-02
1054.45,1.53545e-02
1054.46,1.53588e-02
1054.47,1.53628e-02
1054.48,1.53663e-02
1054.49,1.53693e-02
1054.50,1.53720e-02
1054.51,1.53742e-02
1054.52,1.53759e-02
1054.53,1.53772e-02
1054.54,1.53781e-02
1054.55,1.53785e-02
1054.56,1.53785e-02
1054.57,1.53780e-02
1054.58,1.53771e-02
1054.59,1.53758e-02
1054.60,1.53740e-02
1054.61,1.53718e-02
1054.62,1.53691e-02
1054.63,1.53660e-02
1054.64,1.53625e-02
1054.65,1.53585e-02
1054.66,1.53541e-02
1054.67,1.53492e-02
1054.68,1.53440e-02
1054.69,1.53382e-02
1054.70,1.53321e-02
1054.71,1.53255e-02
1054.72,1.53185e-02
1054.73,1.53111e-02
1054.74,1.53032e-02
1054.75,1.52950e-02
1054.76,1.52863e-02
1054.77,1.52772e-02
1054.78,1.52676e-02
1054.79,1.52577e-02
1054.80,1.52474e-02
1054.81,1.52366e-02
1054.82,1.52255e-02
1054.83,1.52139e-02
1054.84,1.52019e-02
1054.85,1.51896e-02
1054.86,1.51768e-02
1054.87,1.51637e-02
1054.88,1.51502e-02
1054.89,1.51363e-02
1054.90,1.51220e-02
1054.91,1.51074e-02
1054.92,1.50924e-02
1054.93,1.50770e-02
1054.94,1.50612e-02
1054.95,1.50451e-02
1054.96,1.50287e-02
1054.97,1.50118e-02
1054.98,1.49947e-02
1054.99,1.49772e-02
1055.00,1.49594e-02
1055.01,1.49412e-02
1055.02,1.49227e-02
1055.03,1.49039e-02
1055.04,1.48847e-02
1055.05,1.48653e-02
1055.06,1.48455e-02
1055.07,1.48255e-02
1055.08,1.48051e-02
1055.09,1.47845e-02
1055.10,1.47635e-02
1055.11,1.47423e-02
1055.12,1.47208e-02
1055.13,1.46990e-02
1055.14,1.46770e-02
1055.15,1.46547e-02
1055.16,1.46321e-02
1055.17,1.46093e-02
1055.18,1.45863e-02
1055.19,1.45630e-02
1055.20,1.45395e-02
1055.21,1.45157e-02
1055.22,1.44917e-02
1055.23,1.44675e-02
1055.24,1.44431e-02
1055.25,1.44185e-02
1055.26,1.43937e-02
1055.27,1.43687e-02
1055.28,1.43435e-02
1055.29,1.43181e-02
1055.30,1.42926e-02
1055.31,1.42669e-02
1055.32,1.42410e-02
1055.33,1.42150e-02
1055.34,1.41888e-02
1055.35,1.41624e-02
1055.36,1.41360e-02
1055.37,1.41093e-02
1055.38,1.40826e-02
1055.39,1.40557e-02
1055.40,1.40288e-02
1055.41,1.40017e-02
1055.42,1.39745e-02
1055.43,1.39472e-02
1055.44,1.39198e-02
1055.45,1.38923e-02
1055.46,1.38648e-02
1055.47,1.38371e-02
1055.48,1.38094e-02
1055.49,1.37817e-02
1055.50,1.37538e-02
1055.51,1.37260e-02
1055.52,1.36980e-02
1055.53,1.36701e-02
1055.54,1.36421e-02
1055.55,1.36141e-02
1055.56,1.35860e-02
1055.57,1.35580e-02
1055.58,1.35299e-02
1055.59,1.35018e-02
1055.60,1.34737e-02
1055.61,1.34456e-02
1055.62,1.34175e-02
1055.63,1.33895e-02
1055.64,1.33615e-02
1055.65,1.33334e-02
1055.66,1.33055e-02
1055.67,1.32775e-02
1055.68,1.32496e-02
1055.69,1.32217e-02
1055.70,1.31939e-02
1055.71,1.31662e-02
1055.72,1.31385e-02
1055.73,1.31109e-02
1055.74,1.30833e-02
1055.75,1.30558e-02
